coupleid,personid,time,time7c,gender,female,male,reldis,wrkstrs,wrkstrsc,wrkstrscb,wrkstrscw
5,10,5,-.785714285714286,0,0,1,5.98,4,1.0095238,.0571428476190478,.952380952380952
5,10,6,-.642857142857143,0,0,1,6.1,1,-1.9904762,.0571428476190478,-2.04761904761905
5,10,7,-.5,0,0,1,5.37,1,-1.9904762,.0571428476190478,-2.04761904761905
5,10,8,-.357142857142857,0,0,1,6.13,4,1.0095238,.0571428476190478,.952380952380952
5,10,9,-.214285714285714,0,0,1,8.09,4,1.0095238,.0571428476190478,.952380952380952
5,10,10,-.0714285714285714,0,0,1,7.11,4,1.0095238,.0571428476190478,.952380952380952
5,10,11,.0714285714285714,0,0,1,5.83,3,.00952380000000019,.0571428476190478,-.0476190476190476
5,10,12,.214285714285714,0,0,1,6.08,3,.00952380000000019,.0571428476190478,-.0476190476190476
5,10,13,.357142857142857,0,0,1,6.89,4,1.0095238,.0571428476190478,.952380952380952
5,10,14,.5,0,0,1,5.3,3,.00952380000000019,.0571428476190478,-.0476190476190476
5,10,15,.642857142857143,0,0,1,4.84,3,.00952380000000019,.0571428476190478,-.0476190476190476
5,10,16,.785714285714286,0,0,1,5.63,4,1.0095238,.0571428476190478,.952380952380952
5,10,17,.928571428571429,0,0,1,6.97,3,.00952380000000019,.0571428476190478,-.0476190476190476
5,10,18,1.07142857142857,0,0,1,5.23,1,-1.9904762,.0571428476190478,-2.04761904761905
5,10,19,1.21428571428571,0,0,1,7.49,4,1.0095238,.0571428476190478,.952380952380952
5,10,20,1.35714285714286,0,0,1,6.94,4,1.0095238,.0571428476190478,.952380952380952
6,11,0,-1.5,1,1,0,4.04,2,-.9904762,.247619038095238,-1.23809523809524
6,11,1,-1.35714285714286,1,1,0,4.51,3,.00952380000000019,.247619038095238,-.238095238095238
6,11,2,-1.21428571428571,1,1,0,3.72,4,1.0095238,.247619038095238,.761904761904762
6,11,3,-1.07142857142857,1,1,0,4.57,4,1.0095238,.247619038095238,.761904761904762
6,11,4,-.928571428571429,1,1,0,5.21,2,-.9904762,.247619038095238,-1.23809523809524
6,11,5,-.785714285714286,1,1,0,2.93,3,.00952380000000019,.247619038095238,-.238095238095238
6,11,6,-.642857142857143,1,1,0,4.23,3,.00952380000000019,.247619038095238,-.238095238095238
6,11,7,-.5,1,1,0,3.74,5,2.0095238,.247619038095238,1.76190476190476
6,11,8,-.357142857142857,1,1,0,2.97,3,.00952380000000019,.247619038095238,-.238095238095238
6,11,9,-.214285714285714,1,1,0,3.63,2,-.9904762,.247619038095238,-1.23809523809524
6,11,10,-.0714285714285714,1,1,0,3.58,4,1.0095238,.247619038095238,.761904761904762
6,11,11,.0714285714285714,1,1,0,5.27,4,1.0095238,.247619038095238,.761904761904762
6,11,12,.214285714285714,1,1,0,5.51,2,-.9904762,.247619038095238,-1.23809523809524
6,11,13,.357142857142857,1,1,0,3.67,4,1.0095238,.247619038095238,.761904761904762
6,11,14,.5,1,1,0,3.94,3,.00952380000000019,.247619038095238,-.238095238095238
6,11,15,.642857142857143,1,1,0,4.77,3,.00952380000000019,.247619038095238,-.238095238095238
6,11,16,.785714285714286,1,1,0,5.23,3,.00952380000000019,.247619038095238,-.238095238095238
6,11,17,.928571428571429,1,1,0,3.52,4,1.0095238,.247619038095238,.761904761904762
6,11,18,1.07142857142857,1,1,0,4.01,3,.00952380000000019,.247619038095238,-.238095238095238
6,11,19,1.21428571428571,1,1,0,5.93,5,2.0095238,.247619038095238,1.76190476190476
6,11,20,1.35714285714286,1,1,0,4.08,2,-.9904762,.247619038095238,-1.23809523809524
6,12,0,-1.5,0,0,1,2.17,4,1.0095238,-.0380952476190474,1.04761904761905
6,12,1,-1.35714285714286,0,0,1,3.34,5,2.0095238,-.0380952476190474,2.04761904761905
6,12,2,-1.21428571428571,0,0,1,4.61,3,.00952380000000019,-.0380952476190474,.0476190476190476
6,12,3,-1.07142857142857,0,0,1,2.84,4,1.0095238,-.0380952476190474,1.04761904761905
6,12,4,-.928571428571429,0,0,1,2.23,2,-.9904762,-.0380952476190474,-.952380952380952
6,12,5,-.785714285714286,0,0,1,2.91,2,-.9904762,-.0380952476190474,-.952380952380952
6,12,6,-.642857142857143,0,0,1,2.3,2,-.9904762,-.0380952476190474,-.952380952380952
6,12,7,-.5,0,0,1,4.48,3,.00952380000000019,-.0380952476190474,.0476190476190476
6,12,8,-.357142857142857,0,0,1,3.07,4,1.0095238,-.0380952476190474,1.04761904761905
6,12,9,-.214285714285714,0,0,1,3.79,4,1.0095238,-.0380952476190474,1.04761904761905
6,12,10,-.0714285714285714,0,0,1,3.69,3,.00952380000000019,-.0380952476190474,.0476190476190476
6,12,11,.0714285714285714,0,0,1,3.98,3,.00952380000000019,-.0380952476190474,.0476190476190476
6,12,12,.214285714285714,0,0,1,3.7,3,.00952380000000019,-.0380952476190474,.0476190476190476
6,12,13,.357142857142857,0,0,1,3.15,3,.00952380000000019,-.0380952476190474,.0476190476190476
6,12,14,.5,0,0,1,3.12,2,-.9904762,-.0380952476190474,-.952380952380952
6,12,15,.642857142857143,0,0,1,2.86,3,.00952380000000019,-.0380952476190474,.0476190476190476
6,12,16,.785714285714286,0,0,1,2.85,1,-1.9904762,-.0380952476190474,-1.95238095238095
6,12,17,.928571428571429,0,0,1,3.34,2,-.9904762,-.0380952476190474,-.952380952380952
6,12,18,1.07142857142857,0,0,1,4.37,5,2.0095238,-.0380952476190474,2.04761904761905
6,12,19,1.21428571428571,0,0,1,3.45,2,-.9904762,-.0380952476190474,-.952380952380952
6,12,20,1.35714285714286,0,0,1,3.81,2,-.9904762,-.0380952476190474,-.952380952380952
7,13,0,-1.5,1,1,0,4.38,2,-.9904762,-.085714295238095,-.904761904761905
7,13,1,-1.35714285714286,1,1,0,4.44,3,.00952380000000019,-.085714295238095,.0952380952380952
7,13,2,-1.21428571428571,1,1,0,5.63,5,2.0095238,-.085714295238095,2.0952380952381
7,13,3,-1.07142857142857,1,1,0,5.28,2,-.9904762,-.085714295238095,-.904761904761905
7,13,4,-.928571428571429,1,1,0,4.32,3,.00952380000000019,-.085714295238095,.0952380952380952
7,13,5,-.785714285714286,1,1,0,6.12,3,.00952380000000019,-.085714295238095,.0952380952380952
7,13,6,-.642857142857143,1,1,0,3.89,2,-.9904762,-.085714295238095,-.904761904761905
7,13,7,-.5,1,1,0,5.59,3,.00952380000000019,-.085714295238095,.0952380952380952
7,13,8,-.357142857142857,1,1,0,6.27,4,1.0095238,-.085714295238095,1.0952380952381
7,13,9,-.214285714285714,1,1,0,4.17,1,-1.9904762,-.085714295238095,-1.9047619047619
7,13,10,-.0714285714285714,1,1,0,5.3,3,.00952380000000019,-.085714295238095,.0952380952380952
7,13,11,.0714285714285714,1,1,0,3.14,5,2.0095238,-.085714295238095,2.0952380952381
7,13,12,.214285714285714,1,1,0,3.68,4,1.0095238,-.085714295238095,1.0952380952381
7,13,13,.357142857142857,1,1,0,6.46,4,1.0095238,-.085714295238095,1.0952380952381
7,13,14,.5,1,1,0,4.45,3,.00952380000000019,-.085714295238095,.0952380952380952
7,13,15,.642857142857143,1,1,0,5.9,3,.00952380000000019,-.085714295238095,.0952380952380952
7,13,16,.785714285714286,1,1,0,3.38,3,.00952380000000019,-.085714295238095,.0952380952380952
7,13,17,.928571428571429,1,1,0,4.49,3,.00952380000000019,-.085714295238095,.0952380952380952
7,13,18,1.07142857142857,1,1,0,6.08,2,-.9904762,-.085714295238095,-.904761904761905
7,13,19,1.21428571428571,1,1,0,5.91,2,-.9904762,-.085714295238095,-.904761904761905
7,13,20,1.35714285714286,1,1,0,6.97,1,-1.9904762,-.085714295238095,-1.9047619047619
7,14,0,-1.5,0,0,1,6.78,4,1.0095238,-.085714295238095,1.0952380952381
7,14,1,-1.35714285714286,0,0,1,5.7,4,1.0095238,-.085714295238095,1.0952380952381
7,14,2,-1.21428571428571,0,0,1,5.51,2,-.9904762,-.085714295238095,-.904761904761905
7,14,3,-1.07142857142857,0,0,1,5.74,2,-.9904762,-.085714295238095,-.904761904761905
7,14,4,-.928571428571429,0,0,1,4.86,4,1.0095238,-.085714295238095,1.0952380952381
7,14,5,-.785714285714286,0,0,1,6.3,2,-.9904762,-.085714295238095,-.904761904761905
7,14,6,-.642857142857143,0,0,1,5.55,2,-.9904762,-.085714295238095,-.904761904761905
7,14,7,-.5,0,0,1,5.77,3,.00952380000000019,-.085714295238095,.0952380952380952
7,14,8,-.357142857142857,0,0,1,5.6,2,-.9904762,-.085714295238095,-.904761904761905
7,14,9,-.214285714285714,0,0,1,3.47,4,1.0095238,-.085714295238095,1.0952380952381
7,14,10,-.0714285714285714,0,0,1,6.49,2,-.9904762,-.085714295238095,-.904761904761905
7,14,11,.0714285714285714,0,0,1,7.13,2,-.9904762,-.085714295238095,-.904761904761905
7,14,12,.214285714285714,0,0,1,4.52,3,.00952380000000019,-.085714295238095,.0952380952380952
7,14,13,.357142857142857,0,0,1,5.9,3,.00952380000000019,-.085714295238095,.0952380952380952
7,14,14,.5,0,0,1,5.68,3,.00952380000000019,-.085714295238095,.0952380952380952
